spec_name  phase        sigma_50         sigma_err_16  sigma_err_84   
SN2003lw_Dec20-z.dat            -2.0        -13753.1          6005.4          1659.8
SN2003lw_Dec30-z.dat             7.1         -6813.8          3440.4          2126.3
