spec_name  phase        sigma_50         sigma_err_16  sigma_err_84   
SN2003lw_Dec20-z.dat            -2.0         -1250.8           872.8          2155.2
SN2003lw_Dec30-z.dat             7.1         -2154.2          1592.7          2534.0
