spec_name  phase        sigma_50         sigma_err_16  sigma_err_84   
GRB120422A_May6_GTC-z-bin-bl.flm             0.8         -4801.5           650.0          1510.5
GRB120422A_May_10_XSH-z-bin-bl.flm             3.9         -4429.5           502.4           557.7
GRB120422A_May_16_XSH-z-bin-bl.flm             8.6         -4270.2           439.4           438.6
