spec_name  phase        vel_50         velerr_16  vel_err_84   velerr_16_temperr   velerr_84_temperr
Gemini_clean-z-bl.flm             2.2        -12949.6           464.5          2555.8          2943.3          3870.4
Keck_clean-z.flm             7.0        -11035.0           116.4           454.0          3673.3          3699.4
