spec_name  phase        vel_50         velerr_16  vel_err_84   velerr_16_temperr   velerr_84_temperr
SN2003lw_Dec20-z.dat            -2.0        -15877.1          1096.4           785.5          4827.9          4767.0
SN2003lw_Dec30-z.dat             7.1        -12882.2          3713.0          1089.0          4237.4          2314.1
