spec_name  phase        vel_50         velerr_16  vel_err_84   velerr_16_temperr   velerr_84_temperr
10ay_WHT-z.flm            15.7        -23497.5           230.4           168.5          1599.5          1591.7
10ay_Gemini-z.flm            25.5        -22694.0          1242.0           224.1          1508.8           885.4
