spec_name  phase        sigma_50         sigma_err_16  sigma_err_84   
sn2007bg-20070420-z.flm             5.9          -447.9           342.7           985.5
2007bg_20070421-z-bl.flm             6.9         -2558.2           613.0           385.8
2007bg_20070503-z-bl.flm            18.5         -2566.0           532.1           629.6
